age_group,cause,deaths,percent,country
70+,"Communicable, maternal, perinatal and nutritional conditions",39022.63,19.74,Chile
70+,Injuries,4485.37,2.27,Chile
70+,Noncommunicable diseases,154186.06,77.99,Chile
70+,"Communicable, maternal, perinatal and nutritional conditions",430336.25,2.86,China
70+,Injuries,423826.96,2.82,China
70+,Noncommunicable diseases,14190225.93,94.32,China
70+,"Communicable, maternal, perinatal and nutritional conditions",104568.55,26.65,Colombia
70+,Injuries,8664.38,2.21,Colombia
70+,Noncommunicable diseases,279124.58,71.14,Colombia
70+,"Communicable, maternal, perinatal and nutritional conditions",860.62,24.46,Comoros
70+,Injuries,219.16,6.23,Comoros
70+,Noncommunicable diseases,2439.04,69.31,Comoros
70+,"Communicable, maternal, perinatal and nutritional conditions",5737.04,32.69,Congo
70+,Injuries,434.68,2.48,Congo
70+,Noncommunicable diseases,11375.76,64.83,Congo
70+,"Communicable, maternal, perinatal and nutritional conditions",8870.82,24.64,Costa Rica
70+,Injuries,1136.97,3.16,Costa Rica
70+,Noncommunicable diseases,25994.07,72.2,Costa Rica
70+,"Communicable, maternal, perinatal and nutritional conditions",13593.35,15.11,Croatia
70+,Injuries,2859.61,3.18,Croatia
70+,Noncommunicable diseases,73483.32,81.71,Croatia
70+,"Communicable, maternal, perinatal and nutritional conditions",81206.05,35.27,Cuba
70+,Injuries,8713.92,3.78,Cuba
70+,Noncommunicable diseases,140328.95,60.95,Cuba
70+,"Communicable, maternal, perinatal and nutritional conditions",1585.86,12.46,Cyprus
70+,Injuries,393.68,3.09,Cyprus
70+,Noncommunicable diseases,10747.35,84.45,Cyprus
70+,"Communicable, maternal, perinatal and nutritional conditions",49413.27,23.92,Czechia
70+,Injuries,4490.78,2.17,Czechia
70+,Noncommunicable diseases,152631.31,73.9,Czechia
70+,"Communicable, maternal, perinatal and nutritional conditions",18787.73,27.64,Côte d'Ivoire
70+,Injuries,3281.39,4.83,Côte d'Ivoire
70+,Noncommunicable diseases,45901.5,67.53,Côte d'Ivoire
70+,"Communicable, maternal, perinatal and nutritional conditions",27029.07,9.62,Democratic People's Republic of Korea
70+,Injuries,6500.04,2.31,Democratic People's Republic of Korea
70+,Noncommunicable diseases,247536.45,88.07,Democratic People's Republic of Korea
70+,"Communicable, maternal, perinatal and nutritional conditions",91284.17,27.81,Democratic Republic of the Congo
70+,Injuries,10425.02,3.18,Democratic Republic of the Congo
70+,Noncommunicable diseases,226574.2,69.02,Democratic Republic of the Congo
70+,"Communicable, maternal, perinatal and nutritional conditions",8953.33,9.93,Denmark
70+,Injuries,2118.91,2.35,Denmark
70+,Noncommunicable diseases,79113.5,87.72,Denmark
70+,"Communicable, maternal, perinatal and nutritional conditions",1398.36,28.36,Djibouti
70+,Injuries,268.59,5.45,Djibouti
70+,Noncommunicable diseases,3263.78,66.19,Djibouti
70+,"Communicable, maternal, perinatal and nutritional conditions",8327.12,16.11,Dominican Republic
70+,Injuries,1384.59,2.68,Dominican Republic
70+,Noncommunicable diseases,41973.39,81.21,Dominican Republic
70+,"Communicable, maternal, perinatal and nutritional conditions",30037.89,25.14,Ecuador
70+,Injuries,2692.5,2.25,Ecuador
70+,Noncommunicable diseases,86749.1,72.61,Ecuador
70+,"Communicable, maternal, perinatal and nutritional conditions",119884.65,22.17,Egypt
70+,Injuries,4073.9,0.75,Egypt
70+,Noncommunicable diseases,416698.38,77.07,Egypt
70+,"Communicable, maternal, perinatal and nutritional conditions",10243.23,25.61,El Salvador
70+,Injuries,1997.91,5.0,El Salvador
70+,Noncommunicable diseases,27751.15,69.39,El Salvador
70+,"Communicable, maternal, perinatal and nutritional conditions",1777.09,31.46,Equatorial Guinea
70+,Injuries,148.88,2.64,Equatorial Guinea
70+,Noncommunicable diseases,3723.34,65.91,Equatorial Guinea
70+,"Communicable, maternal, perinatal and nutritional conditions",5091.49,28.66,Eritrea
70+,Injuries,951.11,5.35,Eritrea
70+,Noncommunicable diseases,11725.42,65.99,Eritrea
70+,"Communicable, maternal, perinatal and nutritional conditions",3667.11,13.56,Estonia
70+,Injuries,626.68,2.32,Estonia
70+,Noncommunicable diseases,22746.6,84.12,Estonia
70+,"Communicable, maternal, perinatal and nutritional conditions",2407.17,40.33,Eswatini
70+,Injuries,82.16,1.38,Eswatini
70+,Noncommunicable diseases,3478.8,58.29,Eswatini
70+,"Communicable, maternal, perinatal and nutritional conditions",101567.17,31.88,Ethiopia
70+,Injuries,20811.01,6.53,Ethiopia
70+,Noncommunicable diseases,196183.09,61.58,Ethiopia
70+,"Communicable, maternal, perinatal and nutritional conditions",1426.74,22.8,Fiji
70+,Injuries,66.22,1.06,Fiji
70+,Noncommunicable diseases,4766.01,76.15,Fiji
70+,"Communicable, maternal, perinatal and nutritional conditions",2310.16,2.51,Finland
70+,Injuries,3274.19,3.56,Finland
70+,Noncommunicable diseases,86321.29,93.92,Finland
70+,"Communicable, maternal, perinatal and nutritional conditions",167115.42,16.55,France
70+,Injuries,51105.07,5.06,France
70+,Noncommunicable diseases,791422.36,78.39,France
70+,"Communicable, maternal, perinatal and nutritional conditions",4472.3,39.87,Gabon
70+,Injuries,265.85,2.37,Gabon
70+,Noncommunicable diseases,6478.52,57.76,Gabon
70+,"Communicable, maternal, perinatal and nutritional conditions",2362.81,31.79,Gambia
70+,Injuries,372.49,5.01,Gambia
70+,Noncommunicable diseases,4697.28,63.2,Gambia
70+,"Communicable, maternal, perinatal and nutritional conditions",22459.22,26.73,Georgia
70+,Injuries,1250.9,1.49,Georgia
70+,Noncommunicable diseases,60311.99,71.78,Georgia
70+,"Communicable, maternal, perinatal and nutritional conditions",180549.25,11.0,Germany
70+,Injuries,59290.44,3.61,Germany
70+,Noncommunicable diseases,1401701.77,85.39,Germany
70+,"Communicable, maternal, perinatal and nutritional conditions",32582.88,28.83,Ghana
70+,Injuries,4463.41,3.95,Ghana
70+,Noncommunicable diseases,75975.13,67.22,Ghana
70+,"Communicable, maternal, perinatal and nutritional conditions",51016.12,19.87,Greece
70+,Injuries,6512.47,2.54,Greece
70+,Noncommunicable diseases,199249.18,77.6,Greece
70+,"Communicable, maternal, perinatal and nutritional conditions",644.29,37.96,Grenada
70+,Injuries,35.11,2.07,Grenada
70+,Noncommunicable diseases,1017.74,59.97,Grenada
70+,"Communicable, maternal, perinatal and nutritional conditions",30364.12,44.02,Guatemala
70+,Injuries,1363.43,1.98,Guatemala
70+,Noncommunicable diseases,37256.82,54.01,Guatemala
70+,"Communicable, maternal, perinatal and nutritional conditions",13792.62,28.83,Guinea
70+,Injuries,2328.33,4.87,Guinea
70+,Noncommunicable diseases,31722.84,66.31,Guinea
70+,"Communicable, maternal, perinatal and nutritional conditions",3353.09,45.21,Guinea-Bissau
70+,Injuries,240.47,3.24,Guinea-Bissau
70+,Noncommunicable diseases,3823.2,51.55,Guinea-Bissau
70+,"Communicable, maternal, perinatal and nutritional conditions",2563.94,48.9,Guyana
70+,Injuries,125.99,2.4,Guyana
70+,Noncommunicable diseases,2552.78,48.69,Guyana
70+,"Communicable, maternal, perinatal and nutritional conditions",10494.6,19.58,Haiti
70+,Injuries,1823.11,3.4,Haiti
70+,Noncommunicable diseases,41282.27,77.02,Haiti
70+,"Communicable, maternal, perinatal and nutritional conditions",11419.84,27.99,Honduras
70+,Injuries,2473.85,6.06,Honduras
70+,Noncommunicable diseases,26906.13,65.95,Honduras
70+,"Communicable, maternal, perinatal and nutritional conditions",34082.83,16.65,Hungary
70+,Injuries,4362.9,2.13,Hungary
70+,Noncommunicable diseases,166284.15,81.22,Hungary
70+,"Communicable, maternal, perinatal and nutritional conditions",154.23,4.24,Iceland
70+,Injuries,132.66,3.65,Iceland
70+,Noncommunicable diseases,3352.46,92.12,Iceland
70+,"Communicable, maternal, perinatal and nutritional conditions",4099977.65,40.01,India
70+,Injuries,412598.15,4.03,India
70+,Noncommunicable diseases,5735759.08,55.97,India
70+,"Communicable, maternal, perinatal and nutritional conditions",748710.37,34.95,Indonesia
70+,Injuries,36601.11,1.71,Indonesia
70+,Noncommunicable diseases,1357144.85,63.35,Indonesia
70+,"Communicable, maternal, perinatal and nutritional conditions",140669.02,30.46,Iran (Islamic Republic of)
70+,Injuries,7219.48,1.56,Iran (Islamic Republic of)
70+,Noncommunicable diseases,314001.78,67.98,Iran (Islamic Republic of)
70+,"Communicable, maternal, perinatal and nutritional conditions",12509.36,10.35,Iraq
70+,Injuries,2580.79,2.14,Iraq
70+,Noncommunicable diseases,105715.42,87.51,Iraq
70+,"Communicable, maternal, perinatal and nutritional conditions",9197.11,16.91,Ireland
70+,Injuries,990.53,1.82,Ireland
70+,Noncommunicable diseases,44193.81,81.27,Ireland
70+,"Communicable, maternal, perinatal and nutritional conditions",15765.68,18.83,Israel
70+,Injuries,1805.83,2.16,Israel
70+,Noncommunicable diseases,66173.93,79.02,Israel
70+,"Communicable, maternal, perinatal and nutritional conditions",186554.78,15.72,Italy
70+,Injuries,33767.98,2.85,Italy
70+,Noncommunicable diseases,966513.77,81.44,Italy
70+,"Communicable, maternal, perinatal and nutritional conditions",3172.94,11.44,Jamaica
70+,Injuries,804.55,2.9,Jamaica
70+,Noncommunicable diseases,23752.05,85.66,Jamaica
70+,"Communicable, maternal, perinatal and nutritional conditions",254922.96,10.72,Japan
70+,Injuries,82167.46,3.46,Japan
70+,Noncommunicable diseases,2040618.43,85.82,Japan
70+,"Communicable, maternal, perinatal and nutritional conditions",8150.32,25.8,Jordan
70+,Injuries,684.46,2.17,Jordan
70+,Noncommunicable diseases,22757.78,72.04,Jordan
70+,"Communicable, maternal, perinatal and nutritional conditions",44722.55,27.11,Kazakhstan
70+,Injuries,1822.4,1.1,Kazakhstan
70+,Noncommunicable diseases,118420.78,71.79,Kazakhstan
70+,"Communicable, maternal, perinatal and nutritional conditions",60335.48,34.98,Kenya
70+,Injuries,12333.27,7.15,Kenya
70+,Noncommunicable diseases,99831.91,57.87,Kenya
70+,"Communicable, maternal, perinatal and nutritional conditions",152.59,22.75,Kiribati
70+,Injuries,5.21,0.78,Kiribati
70+,Noncommunicable diseases,513.04,76.48,Kiribati
70+,"Communicable, maternal, perinatal and nutritional conditions",1648.12,24.26,Kuwait
70+,Injuries,137.39,2.02,Kuwait
70+,Noncommunicable diseases,5009.42,73.72,Kuwait
70+,"Communicable, maternal, perinatal and nutritional conditions",5506.77,20.33,Kyrgyzstan
70+,Injuries,313.77,1.16,Kyrgyzstan
70+,Noncommunicable diseases,21270.91,78.52,Kyrgyzstan
70+,"Communicable, maternal, perinatal and nutritional conditions",5161.58,17.28,Lao People's Democratic Republic
70+,Injuries,605.94,2.03,Lao People's Democratic Republic
70+,Noncommunicable diseases,24097.55,80.69,Lao People's Democratic Republic
70+,"Communicable, maternal, perinatal and nutritional conditions",6818.97,14.36,Latvia
70+,Injuries,834.59,1.76,Latvia
70+,Noncommunicable diseases,39842.03,83.89,Latvia
70+,"Communicable, maternal, perinatal and nutritional conditions",16210.91,33.86,Lebanon
70+,Injuries,942.06,1.97,Lebanon
70+,Noncommunicable diseases,30728.93,64.18,Lebanon
70+,"Communicable, maternal, perinatal and nutritional conditions",4939.22,36.92,Lesotho
70+,Injuries,225.93,1.69,Lesotho
70+,Noncommunicable diseases,8213.11,61.39,Lesotho
70+,"Communicable, maternal, perinatal and nutritional conditions",4907.33,32.69,Liberia
70+,Injuries,555.36,3.7,Liberia
70+,Noncommunicable diseases,9548.0,63.61,Liberia
70+,"Communicable, maternal, perinatal and nutritional conditions",6831.59,21.93,Libya
70+,Injuries,713.2,2.29,Libya
70+,Noncommunicable diseases,23608.37,75.78,Libya
70+,"Communicable, maternal, perinatal and nutritional conditions",11468.69,17.02,Lithuania
70+,Injuries,1554.09,2.31,Lithuania
70+,Noncommunicable diseases,54367.81,80.68,Lithuania
70+,"Communicable, maternal, perinatal and nutritional conditions",1067.4,15.98,Luxembourg
70+,Injuries,260.96,3.91,Luxembourg
70+,Noncommunicable diseases,5350.28,80.11,Luxembourg
70+,"Communicable, maternal, perinatal and nutritional conditions",26383.07,28.08,Madagascar
70+,Injuries,3579.91,3.81,Madagascar
70+,Noncommunicable diseases,63981.54,68.11,Madagascar
70+,"Communicable, maternal, perinatal and nutritional conditions",23845.01,34.83,Malawi
70+,Injuries,3330.87,4.86,Malawi
70+,Noncommunicable diseases,41290.89,60.31,Malawi
70+,"Communicable, maternal, perinatal and nutritional conditions",57535.96,26.92,Malaysia
70+,Injuries,4585.06,2.15,Malaysia
70+,Noncommunicable diseases,151609.83,70.93,Malaysia
70+,"Communicable, maternal, perinatal and nutritional conditions",523.91,12.27,Maldives
70+,Injuries,81.81,1.92,Maldives
70+,Noncommunicable diseases,3663.82,85.81,Maldives
70+,"Communicable, maternal, perinatal and nutritional conditions",13431.72,27.74,Mali
70+,Injuries,2435.53,5.03,Mali
70+,Noncommunicable diseases,32552.49,67.23,Mali
70+,"Communicable, maternal, perinatal and nutritional conditions",933.02,14.16,Malta
70+,Injuries,153.61,2.33,Malta
70+,Noncommunicable diseases,5501.48,83.51,Malta
70+,"Communicable, maternal, perinatal and nutritional conditions",4127.47,28.59,Mauritania
70+,Injuries,475.65,3.29,Mauritania
70+,Noncommunicable diseases,9834.64,68.12,Mauritania
70+,"Communicable, maternal, perinatal and nutritional conditions",1778.48,14.74,Mauritius
70+,Injuries,115.08,0.95,Mauritius
70+,Noncommunicable diseases,10170.13,84.3,Mauritius
70+,"Communicable, maternal, perinatal and nutritional conditions",331986.54,36.75,Mexico
70+,Injuries,11222.81,1.24,Mexico
70+,Noncommunicable diseases,560078.81,62.0,Mexico
70+,"Communicable, maternal, perinatal and nutritional conditions",50.62,9.79,Micronesia (Federated States of)
70+,Injuries,10.91,2.11,Micronesia (Federated States of)
70+,Noncommunicable diseases,455.68,88.1,Micronesia (Federated States of)
70+,"Communicable, maternal, perinatal and nutritional conditions",2035.3,14.12,Mongolia
70+,Injuries,163.0,1.13,Mongolia
70+,Noncommunicable diseases,12211.4,84.74,Mongolia
70+,"Communicable, maternal, perinatal and nutritional conditions",3330.79,29.03,Montenegro
70+,Injuries,133.09,1.16,Montenegro
70+,Noncommunicable diseases,8009.05,69.81,Montenegro
70+,"Communicable, maternal, perinatal and nutritional conditions",30560.29,13.39,Morocco
70+,Injuries,3977.29,1.74,Morocco
70+,Noncommunicable diseases,193652.2,84.86,Morocco
70+,"Communicable, maternal, perinatal and nutritional conditions",35613.9,36.95,Mozambique
70+,Injuries,4563.85,4.74,Mozambique
70+,Noncommunicable diseases,56203.12,58.31,Mozambique
70+,"Communicable, maternal, perinatal and nutritional conditions",65008.01,20.91,Myanmar
70+,Injuries,7134.28,2.29,Myanmar
70+,Noncommunicable diseases,238799.33,76.8,Myanmar
70+,"Communicable, maternal, perinatal and nutritional conditions",6066.96,48.86,Namibia
70+,Injuries,168.34,1.36,Namibia
70+,Noncommunicable diseases,6182.04,49.79,Namibia
70+,"Communicable, maternal, perinatal and nutritional conditions",42992.64,26.35,Nepal
70+,Injuries,8065.45,4.94,Nepal
70+,Noncommunicable diseases,112101.15,68.71,Nepal
70+,"Communicable, maternal, perinatal and nutritional conditions",48121.76,17.87,Netherlands
70+,Injuries,13007.41,4.83,Netherlands
70+,Noncommunicable diseases,208184.41,77.3,Netherlands
70+,"Communicable, maternal, perinatal and nutritional conditions",2451.95,4.82,New Zealand
70+,Injuries,1724.49,3.39,New Zealand
70+,Noncommunicable diseases,46674.73,91.79,New Zealand
70+,"Communicable, maternal, perinatal and nutritional conditions",10346.21,47.45,Nicaragua
70+,Injuries,279.83,1.28,Nicaragua
70+,Noncommunicable diseases,11177.6,51.26,Nicaragua
70+,"Communicable, maternal, perinatal and nutritional conditions",17274.5,33.26,Niger
70+,Injuries,2653.38,5.11,Niger
70+,Noncommunicable diseases,32002.77,61.63,Niger
70+,"Communicable, maternal, perinatal and nutritional conditions",123831.5,26.03,Nigeria
70+,Injuries,24282.08,5.1,Nigeria
70+,Noncommunicable diseases,327637.54,68.87,Nigeria
70+,"Communicable, maternal, perinatal and nutritional conditions",9391.06,25.52,North Macedonia
70+,Injuries,622.64,1.69,North Macedonia
70+,Noncommunicable diseases,26789.83,72.79,North Macedonia
70+,"Communicable, maternal, perinatal and nutritional conditions",5682.56,8.43,Norway
70+,Injuries,2914.46,4.32,Norway
70+,Noncommunicable diseases,58798.29,87.24,Norway
70+,"Communicable, maternal, perinatal and nutritional conditions",4382.0,31.73,Oman
70+,Injuries,204.26,1.48,Oman
70+,Noncommunicable diseases,9224.73,66.79,Oman
70+,"Communicable, maternal, perinatal and nutritional conditions",188458.7,21.27,Pakistan
70+,Injuries,24153.09,2.73,Pakistan
70+,Noncommunicable diseases,673432.89,76.0,Pakistan
70+,"Communicable, maternal, perinatal and nutritional conditions",5398.41,21.09,Panama
70+,Injuries,364.35,1.42,Panama
70+,Noncommunicable diseases,19829.46,77.48,Panama
70+,"Communicable, maternal, perinatal and nutritional conditions",8499.46,29.38,Papua New Guinea
70+,Injuries,451.75,1.56,Papua New Guinea
70+,Noncommunicable diseases,19974.26,69.05,Papua New Guinea
70+,"Communicable, maternal, perinatal and nutritional conditions",17047.84,39.81,Paraguay
70+,Injuries,833.74,1.95,Paraguay
70+,Noncommunicable diseases,24944.67,58.25,Paraguay
70+,"Communicable, maternal, perinatal and nutritional conditions",155938.72,52.35,Peru
70+,Injuries,5551.58,1.86,Peru
70+,Noncommunicable diseases,136409.46,45.79,Peru
70+,"Communicable, maternal, perinatal and nutritional conditions",177545.0,27.32,Philippines
70+,Injuries,14129.0,2.17,Philippines
70+,Noncommunicable diseases,458274.95,70.51,Philippines
70+,"Communicable, maternal, perinatal and nutritional conditions",165864.93,24.38,Poland
70+,Injuries,14573.56,2.14,Poland
70+,Noncommunicable diseases,499841.81,73.48,Poland
70+,"Communicable, maternal, perinatal and nutritional conditions",30664.58,15.64,Portugal
70+,Injuries,6454.43,3.29,Portugal
70+,Noncommunicable diseases,158969.93,81.07,Portugal
