age_group,cause,deaths,percent,country
30-49,Injuries,7240.65,15.68,Germany
30-49,Noncommunicable diseases,34763.92,75.3,Germany
30-49,"Communicable, maternal, perinatal and nutritional conditions",32771.33,44.56,Ghana
30-49,Injuries,9062.21,12.32,Ghana
30-49,Noncommunicable diseases,31716.11,43.12,Ghana
30-49,"Communicable, maternal, perinatal and nutritional conditions",1089.93,13.88,Greece
30-49,Injuries,1172.07,14.93,Greece
30-49,Noncommunicable diseases,5588.93,71.19,Greece
30-49,"Communicable, maternal, perinatal and nutritional conditions",57.04,33.69,Grenada
30-49,Injuries,28.17,16.64,Grenada
30-49,Noncommunicable diseases,84.09,49.67,Grenada
30-49,"Communicable, maternal, perinatal and nutritional conditions",10862.35,33.37,Guatemala
30-49,Injuries,7575.93,23.27,Guatemala
30-49,Noncommunicable diseases,14116.28,43.36,Guatemala
30-49,"Communicable, maternal, perinatal and nutritional conditions",11730.24,47.49,Guinea
30-49,Injuries,3473.45,14.06,Guinea
30-49,Noncommunicable diseases,9495.52,38.44,Guinea
30-49,"Communicable, maternal, perinatal and nutritional conditions",4280.52,59.42,Guinea-Bissau
30-49,Injuries,792.69,11.0,Guinea-Bissau
30-49,Noncommunicable diseases,2130.51,29.58,Guinea-Bissau
30-49,"Communicable, maternal, perinatal and nutritional conditions",988.21,44.99,Guyana
30-49,Injuries,412.33,18.77,Guyana
30-49,Noncommunicable diseases,795.73,36.23,Guyana
30-49,"Communicable, maternal, perinatal and nutritional conditions",8326.66,26.4,Haiti
30-49,Injuries,6751.63,21.4,Haiti
30-49,Noncommunicable diseases,16467.65,52.2,Haiti
30-49,"Communicable, maternal, perinatal and nutritional conditions",5016.57,28.8,Honduras
30-49,Injuries,6542.22,37.56,Honduras
30-49,Noncommunicable diseases,5859.88,33.64,Honduras
30-49,"Communicable, maternal, perinatal and nutritional conditions",2965.78,24.46,Hungary
30-49,Injuries,1716.83,14.16,Hungary
30-49,Noncommunicable diseases,7440.36,61.37,Hungary
30-49,"Communicable, maternal, perinatal and nutritional conditions",6.33,3.06,Iceland
30-49,Injuries,47.26,22.85,Iceland
30-49,Noncommunicable diseases,153.23,74.09,Iceland
30-49,"Communicable, maternal, perinatal and nutritional conditions",1208642.03,41.57,India
30-49,Injuries,468094.02,16.1,India
30-49,Noncommunicable diseases,1230468.15,42.32,India
30-49,"Communicable, maternal, perinatal and nutritional conditions",247907.12,50.25,Indonesia
30-49,Injuries,26903.02,5.45,Indonesia
30-49,Noncommunicable diseases,218574.61,44.3,Indonesia
30-49,"Communicable, maternal, perinatal and nutritional conditions",39787.74,35.27,Iran (Islamic Republic of)
30-49,Injuries,23159.22,20.53,Iran (Islamic Republic of)
30-49,Noncommunicable diseases,49853.88,44.2,Iran (Islamic Republic of)
30-49,"Communicable, maternal, perinatal and nutritional conditions",7913.46,17.92,Iraq
30-49,Injuries,15161.32,34.33,Iraq
30-49,Noncommunicable diseases,21093.04,47.76,Iraq
30-49,"Communicable, maternal, perinatal and nutritional conditions",145.96,5.09,Ireland
30-49,Injuries,582.63,20.33,Ireland
30-49,Noncommunicable diseases,2137.02,74.57,Ireland
30-49,"Communicable, maternal, perinatal and nutritional conditions",568.85,14.98,Israel
30-49,Injuries,692.95,18.25,Israel
30-49,Noncommunicable diseases,2535.77,66.77,Israel
30-49,"Communicable, maternal, perinatal and nutritional conditions",2665.34,9.06,Italy
30-49,Injuries,4808.0,16.34,Italy
30-49,Noncommunicable diseases,21955.59,74.61,Italy
30-49,"Communicable, maternal, perinatal and nutritional conditions",1632.8,31.47,Jamaica
30-49,Injuries,1413.51,27.24,Jamaica
30-49,Noncommunicable diseases,2142.74,41.29,Jamaica
30-49,"Communicable, maternal, perinatal and nutritional conditions",2064.32,3.62,Japan
30-49,Injuries,15707.8,27.57,Japan
30-49,Noncommunicable diseases,39200.96,68.81,Japan
30-49,"Communicable, maternal, perinatal and nutritional conditions",3674.33,47.44,Jordan
30-49,Injuries,982.79,12.69,Jordan
30-49,Noncommunicable diseases,3087.36,39.87,Jordan
30-49,"Communicable, maternal, perinatal and nutritional conditions",11134.33,30.39,Kazakhstan
30-49,Injuries,7458.54,20.36,Kazakhstan
30-49,Noncommunicable diseases,18043.25,49.25,Kazakhstan
30-49,"Communicable, maternal, perinatal and nutritional conditions",53202.45,59.16,Kenya
30-49,Injuries,10476.97,11.65,Kenya
30-49,Noncommunicable diseases,26252.69,29.19,Kenya
30-49,"Communicable, maternal, perinatal and nutritional conditions",82.52,20.29,Kiribati
30-49,Injuries,31.86,7.83,Kiribati
30-49,Noncommunicable diseases,292.41,71.88,Kiribati
30-49,"Communicable, maternal, perinatal and nutritional conditions",1424.63,31.72,Kuwait
30-49,Injuries,802.8,17.88,Kuwait
30-49,Noncommunicable diseases,2263.4,50.4,Kuwait
30-49,"Communicable, maternal, perinatal and nutritional conditions",2713.15,30.06,Kyrgyzstan
30-49,Injuries,1759.87,19.5,Kyrgyzstan
30-49,Noncommunicable diseases,4553.38,50.45,Kyrgyzstan
30-49,"Communicable, maternal, perinatal and nutritional conditions",2842.28,23.07,Lao People's Democratic Republic
30-49,Injuries,1727.75,14.02,Lao People's Democratic Republic
30-49,Noncommunicable diseases,7749.45,62.9,Lao People's Democratic Republic
30-49,"Communicable, maternal, perinatal and nutritional conditions",501.72,13.53,Latvia
30-49,Injuries,789.42,21.29,Latvia
30-49,Noncommunicable diseases,2416.48,65.18,Latvia
30-49,"Communicable, maternal, perinatal and nutritional conditions",2345.16,50.72,Lebanon
30-49,Injuries,567.81,12.28,Lebanon
30-49,Noncommunicable diseases,1710.69,37.0,Lebanon
30-49,"Communicable, maternal, perinatal and nutritional conditions",11430.08,62.34,Lesotho
30-49,Injuries,2496.27,13.62,Lesotho
30-49,Noncommunicable diseases,4407.42,24.04,Lesotho
30-49,"Communicable, maternal, perinatal and nutritional conditions",5355.03,52.54,Liberia
30-49,Injuries,1113.7,10.93,Liberia
30-49,Noncommunicable diseases,3723.48,36.53,Liberia
30-49,"Communicable, maternal, perinatal and nutritional conditions",3255.49,24.2,Libya
30-49,Injuries,3370.39,25.05,Libya
30-49,Noncommunicable diseases,6827.56,50.75,Libya
30-49,"Communicable, maternal, perinatal and nutritional conditions",884.91,17.76,Lithuania
30-49,Injuries,946.51,19.0,Lithuania
30-49,Noncommunicable diseases,3151.43,63.25,Lithuania
30-49,"Communicable, maternal, perinatal and nutritional conditions",28.42,9.6,Luxembourg
30-49,Injuries,57.52,19.43,Luxembourg
30-49,Noncommunicable diseases,210.16,70.98,Luxembourg
30-49,"Communicable, maternal, perinatal and nutritional conditions",26399.54,45.21,Madagascar
30-49,Injuries,6280.32,10.75,Madagascar
30-49,Noncommunicable diseases,25717.61,44.04,Madagascar
30-49,"Communicable, maternal, perinatal and nutritional conditions",29989.57,53.36,Malawi
30-49,Injuries,4642.27,8.26,Malawi
30-49,Noncommunicable diseases,21567.43,38.38,Malawi
30-49,"Communicable, maternal, perinatal and nutritional conditions",16545.06,30.08,Malaysia
30-49,Injuries,7506.16,13.65,Malaysia
30-49,Noncommunicable diseases,30950.79,56.27,Malaysia
30-49,"Communicable, maternal, perinatal and nutritional conditions",146.17,42.56,Maldives
30-49,Injuries,30.43,8.86,Maldives
30-49,Noncommunicable diseases,166.83,48.58,Maldives
30-49,"Communicable, maternal, perinatal and nutritional conditions",16244.88,43.17,Mali
30-49,Injuries,4767.26,12.67,Mali
30-49,Noncommunicable diseases,16620.29,44.16,Mali
30-49,"Communicable, maternal, perinatal and nutritional conditions",23.35,7.74,Malta
30-49,Injuries,55.48,18.39,Malta
30-49,Noncommunicable diseases,222.85,73.87,Malta
30-49,"Communicable, maternal, perinatal and nutritional conditions",2450.39,47.33,Mauritania
30-49,Injuries,659.55,12.74,Mauritania
30-49,Noncommunicable diseases,2067.63,39.93,Mauritania
30-49,"Communicable, maternal, perinatal and nutritional conditions",445.13,17.17,Mauritius
30-49,Injuries,312.8,12.06,Mauritius
30-49,Noncommunicable diseases,1834.93,70.77,Mauritius
30-49,"Communicable, maternal, perinatal and nutritional conditions",115218.45,38.88,Mexico
30-49,Injuries,59732.23,20.16,Mexico
30-49,Noncommunicable diseases,121363.17,40.96,Mexico
30-49,"Communicable, maternal, perinatal and nutritional conditions",28.39,10.3,Micronesia (Federated States of)
30-49,Injuries,40.26,14.6,Micronesia (Federated States of)
30-49,Noncommunicable diseases,207.08,75.1,Micronesia (Federated States of)
30-49,"Communicable, maternal, perinatal and nutritional conditions",1248.27,14.24,Mongolia
30-49,Injuries,2031.25,23.17,Mongolia
30-49,Noncommunicable diseases,5485.9,62.59,Mongolia
30-49,"Communicable, maternal, perinatal and nutritional conditions",157.31,26.31,Montenegro
30-49,Injuries,98.61,16.49,Montenegro
30-49,Noncommunicable diseases,342.05,57.2,Montenegro
30-49,"Communicable, maternal, perinatal and nutritional conditions",10019.95,24.02,Morocco
30-49,Injuries,7028.11,16.85,Morocco
30-49,Noncommunicable diseases,24664.12,59.13,Morocco
30-49,"Communicable, maternal, perinatal and nutritional conditions",69712.53,62.3,Mozambique
30-49,Injuries,8824.3,7.89,Mozambique
30-49,Noncommunicable diseases,33365.5,29.82,Mozambique
30-49,"Communicable, maternal, perinatal and nutritional conditions",35776.61,31.88,Myanmar
30-49,Injuries,13393.14,11.93,Myanmar
30-49,Noncommunicable diseases,63055.5,56.19,Myanmar
30-49,"Communicable, maternal, perinatal and nutritional conditions",7395.29,65.97,Namibia
30-49,Injuries,1304.68,11.64,Namibia
30-49,Noncommunicable diseases,2510.2,22.39,Namibia
30-49,"Communicable, maternal, perinatal and nutritional conditions",14190.92,34.22,Nepal
30-49,Injuries,8835.74,21.31,Nepal
30-49,Noncommunicable diseases,18444.71,44.48,Nepal
30-49,"Communicable, maternal, perinatal and nutritional conditions",529.21,6.49,Netherlands
30-49,Injuries,1499.81,18.39,Netherlands
30-49,Noncommunicable diseases,6125.47,75.12,Netherlands
30-49,"Communicable, maternal, perinatal and nutritional conditions",77.63,2.68,New Zealand
30-49,Injuries,806.56,27.86,New Zealand
30-49,Noncommunicable diseases,2010.35,69.45,New Zealand
30-49,"Communicable, maternal, perinatal and nutritional conditions",3760.45,40.1,Nicaragua
30-49,Injuries,1707.29,18.21,Nicaragua
30-49,Noncommunicable diseases,3910.03,41.69,Nicaragua
30-49,"Communicable, maternal, perinatal and nutritional conditions",15280.32,44.4,Niger
30-49,Injuries,5093.58,14.8,Niger
30-49,Noncommunicable diseases,14041.04,40.8,Niger
30-49,"Communicable, maternal, perinatal and nutritional conditions",175876.35,50.46,Nigeria
30-49,Injuries,46083.7,13.22,Nigeria
30-49,Noncommunicable diseases,126604.75,36.32,Nigeria
30-49,"Communicable, maternal, perinatal and nutritional conditions",685.08,28.67,North Macedonia
30-49,Injuries,305.21,12.77,North Macedonia
30-49,Noncommunicable diseases,1399.08,58.55,North Macedonia
30-49,"Communicable, maternal, perinatal and nutritional conditions",51.89,2.29,Norway
30-49,Injuries,664.08,29.28,Norway
30-49,Noncommunicable diseases,1552.02,68.43,Norway
30-49,"Communicable, maternal, perinatal and nutritional conditions",2660.17,45.05,Oman
30-49,Injuries,766.31,12.98,Oman
30-49,Noncommunicable diseases,2479.02,41.98,Oman
30-49,"Communicable, maternal, perinatal and nutritional conditions",110450.85,29.83,Pakistan
30-49,Injuries,53250.67,14.38,Pakistan
30-49,Noncommunicable diseases,206524.4,55.78,Pakistan
30-49,"Communicable, maternal, perinatal and nutritional conditions",1670.21,32.6,Panama
30-49,Injuries,1176.31,22.96,Panama
30-49,Noncommunicable diseases,2276.57,44.44,Panama
30-49,"Communicable, maternal, perinatal and nutritional conditions",8618.79,39.74,Papua New Guinea
30-49,Injuries,2690.3,12.41,Papua New Guinea
30-49,Noncommunicable diseases,10377.09,47.85,Papua New Guinea
30-49,"Communicable, maternal, perinatal and nutritional conditions",6259.74,51.0,Paraguay
30-49,Injuries,1948.96,15.88,Paraguay
30-49,Noncommunicable diseases,4064.3,33.12,Paraguay
30-49,"Communicable, maternal, perinatal and nutritional conditions",31522.36,50.87,Peru
30-49,Injuries,8993.01,14.51,Peru
30-49,Noncommunicable diseases,21453.16,34.62,Peru
30-49,"Communicable, maternal, perinatal and nutritional conditions",52589.68,20.68,Philippines
30-49,Injuries,32959.04,12.96,Philippines
30-49,Noncommunicable diseases,168778.01,66.36,Philippines
30-49,"Communicable, maternal, perinatal and nutritional conditions",10604.51,19.76,Poland
30-49,Injuries,9525.29,17.75,Poland
30-49,Noncommunicable diseases,33548.52,62.5,Poland
30-49,"Communicable, maternal, perinatal and nutritional conditions",1161.85,16.41,Portugal
30-49,Injuries,1262.63,17.84,Portugal
30-49,Noncommunicable diseases,4654.63,65.75,Portugal
30-49,"Communicable, maternal, perinatal and nutritional conditions",359.75,10.15,Puerto Rico
30-49,Injuries,1147.03,32.37,Puerto Rico
30-49,Noncommunicable diseases,2037.08,57.48,Puerto Rico
30-49,"Communicable, maternal, perinatal and nutritional conditions",567.77,23.45,Qatar
30-49,Injuries,678.49,28.03,Qatar
30-49,Noncommunicable diseases,1174.43,48.52,Qatar
30-49,"Communicable, maternal, perinatal and nutritional conditions",1314.98,4.17,Republic of Korea
30-49,Injuries,10773.61,34.19,Republic of Korea
30-49,Noncommunicable diseases,19419.33,61.63,Republic of Korea
30-49,"Communicable, maternal, perinatal and nutritional conditions",2091.43,34.47,Republic of Moldova
30-49,Injuries,834.74,13.76,Republic of Moldova
30-49,Noncommunicable diseases,3141.93,51.78,Republic of Moldova
30-49,"Communicable, maternal, perinatal and nutritional conditions",8843.6,28.85,Romania
30-49,Injuries,3887.14,12.68,Romania
30-49,Noncommunicable diseases,17921.78,58.47,Romania
30-49,"Communicable, maternal, perinatal and nutritional conditions",145689.66,33.66,Russian Federation
30-49,Injuries,74936.7,17.31,Russian Federation
30-49,Noncommunicable diseases,212182.57,49.02,Russian Federation
30-49,"Communicable, maternal, perinatal and nutritional conditions",8480.56,38.85,Rwanda
30-49,Injuries,2564.98,11.75,Rwanda
30-49,Noncommunicable diseases,10781.46,49.4,Rwanda
30-49,"Communicable, maternal, perinatal and nutritional conditions",123.92,38.44,Saint Lucia
30-49,Injuries,59.93,18.59,Saint Lucia
30-49,Noncommunicable diseases,138.57,42.98,Saint Lucia
30-49,"Communicable, maternal, perinatal and nutritional conditions",46.27,20.56,Saint Vincent and the Grenadines
30-49,Injuries,47.11,20.94,Saint Vincent and the Grenadines
30-49,Noncommunicable diseases,131.61,58.5,Saint Vincent and the Grenadines
30-49,"Communicable, maternal, perinatal and nutritional conditions",27.96,7.94,Samoa
30-49,Injuries,49.9,14.17,Samoa
30-49,Noncommunicable diseases,274.39,77.9,Samoa
30-49,"Communicable, maternal, perinatal and nutritional conditions",95.61,35.21,Sao Tome and Principe
30-49,Injuries,31.05,11.43,Sao Tome and Principe
30-49,Noncommunicable diseases,144.86,53.35,Sao Tome and Principe
30-49,"Communicable, maternal, perinatal and nutritional conditions",5932.58,22.21,Saudi Arabia
30-49,Injuries,8529.13,31.93,Saudi Arabia
30-49,Noncommunicable diseases,12250.81,45.86,Saudi Arabia
30-49,"Communicable, maternal, perinatal and nutritional conditions",9610.96,37.97,Senegal
30-49,Injuries,4063.69,16.05,Senegal
30-49,Noncommunicable diseases,11639.38,45.98,Senegal
30-49,"Communicable, maternal, perinatal and nutritional conditions",2504.34,28.41,Serbia
30-49,Injuries,975.49,11.07,Serbia
30-49,Noncommunicable diseases,5333.87,60.52,Serbia
30-49,"Communicable, maternal, perinatal and nutritional conditions",52.83,25.36,Seychelles
30-49,Injuries,36.5,17.52,Seychelles
30-49,Noncommunicable diseases,119.01,57.12,Seychelles
30-49,"Communicable, maternal, perinatal and nutritional conditions",7264.53,46.17,Sierra Leone
30-49,Injuries,1678.02,10.66,Sierra Leone
30-49,Noncommunicable diseases,6792.25,43.17,Sierra Leone
30-49,"Communicable, maternal, perinatal and nutritional conditions",158.44,6.37,Singapore
30-49,Injuries,308.59,12.42,Singapore
30-49,Noncommunicable diseases,2018.41,81.21,Singapore
30-49,"Communicable, maternal, perinatal and nutritional conditions",1624.44,22.47,Slovakia
30-49,Injuries,1092.84,15.12,Slovakia
30-49,Noncommunicable diseases,4512.32,62.41,Slovakia
30-49,"Communicable, maternal, perinatal and nutritional conditions",58.43,4.34,Slovenia
30-49,Injuries,357.47,26.55,Slovenia
30-49,Noncommunicable diseases,930.29,69.11,Slovenia
30-49,"Communicable, maternal, perinatal and nutritional conditions",440.98,19.21,Solomon Islands
30-49,Injuries,356.34,15.53,Solomon Islands
30-49,Noncommunicable diseases,1497.78,65.26,Solomon Islands
30-49,"Communicable, maternal, perinatal and nutritional conditions",27584.2,54.31,Somalia
30-49,Injuries,5891.15,11.6,Somalia
30-49,Noncommunicable diseases,17311.52,34.09,Somalia
30-49,"Communicable, maternal, perinatal and nutritional conditions",168435.39,52.75,South Africa
30-49,Injuries,58516.57,18.33,South Africa
30-49,Noncommunicable diseases,92335.97,28.92,South Africa
30-49,"Communicable, maternal, perinatal and nutritional conditions",18655.87,60.18,South Sudan
30-49,Injuries,3740.12,12.07,South Sudan
30-49,Noncommunicable diseases,8602.07,27.75,South Sudan
30-49,"Communicable, maternal, perinatal and nutritional conditions",2065.64,8.24,Spain
30-49,Injuries,5172.46,20.64,Spain
30-49,Noncommunicable diseases,17819.97,71.11,Spain
30-49,"Communicable, maternal, perinatal and nutritional conditions",4346.31,18.63,Sri Lanka
30-49,Injuries,5829.77,24.99,Sri Lanka
30-49,Noncommunicable diseases,13156.25,56.39,Sri Lanka
30-49,"Communicable, maternal, perinatal and nutritional conditions",24101.6,38.89,Sudan
30-49,Injuries,10639.37,17.17,Sudan
30-49,Noncommunicable diseases,27228.92,43.94,Sudan
30-49,"Communicable, maternal, perinatal and nutritional conditions",596.66,44.53,Suriname
30-49,Injuries,214.59,16.01,Suriname
30-49,Noncommunicable diseases,528.77,39.46,Suriname
30-49,"Communicable, maternal, perinatal and nutritional conditions",249.33,5.74,Sweden
30-49,Injuries,1234.89,28.44,Sweden
30-49,Noncommunicable diseases,2858.53,65.82,Sweden
30-49,"Communicable, maternal, perinatal and nutritional conditions",220.31,6.64,Switzerland
30-49,Injuries,808.37,24.36,Switzerland
30-49,Noncommunicable diseases,2289.54,69.0,Switzerland
30-49,"Communicable, maternal, perinatal and nutritional conditions",2428.93,12.68,Syrian Arab Republic
30-49,Injuries,4469.34,23.34,Syrian Arab Republic
30-49,Noncommunicable diseases,12252.76,63.98,Syrian Arab Republic
30-49,"Communicable, maternal, perinatal and nutritional conditions",3366.95,32.1,Tajikistan
30-49,Injuries,2124.2,20.25,Tajikistan
30-49,Noncommunicable diseases,4997.14,47.64,Tajikistan
30-49,"Communicable, maternal, perinatal and nutritional conditions",33581.41,19.13,Thailand
30-49,Injuries,41453.41,23.61,Thailand
30-49,Noncommunicable diseases,100526.18,57.26,Thailand
30-49,"Communicable, maternal, perinatal and nutritional conditions",670.32,40.95,Timor-Leste
30-49,Injuries,203.98,12.46,Timor-Leste
30-49,Noncommunicable diseases,762.52,46.59,Timor-Leste
30-49,"Communicable, maternal, perinatal and nutritional conditions",7320.12,38.3,Togo
30-49,Injuries,2924.98,15.3,Togo
30-49,Noncommunicable diseases,8867.76,46.4,Togo
30-49,"Communicable, maternal, perinatal and nutritional conditions",12.38,8.76,Tonga
30-49,Injuries,18.5,13.09,Tonga
30-49,Noncommunicable diseases,110.42,78.14,Tonga
30-49,"Communicable, maternal, perinatal and nutritional conditions",942.27,26.47,Trinidad and Tobago
30-49,Injuries,871.06,24.47,Trinidad and Tobago
30-49,Noncommunicable diseases,1745.89,49.05,Trinidad and Tobago
30-49,"Communicable, maternal, perinatal and nutritional conditions",6114.73,49.11,Tunisia
30-49,Injuries,1926.16,15.47,Tunisia
30-49,Noncommunicable diseases,4409.71,35.42,Tunisia
30-49,"Communicable, maternal, perinatal and nutritional conditions",5127.91,36.9,Turkmenistan
30-49,Injuries,1226.25,8.82,Turkmenistan
30-49,Noncommunicable diseases,7543.63,54.28,Turkmenistan
30-49,"Communicable, maternal, perinatal and nutritional conditions",28704.72,39.21,Türkiye
30-49,Injuries,9879.49,13.49,Türkiye
30-49,Noncommunicable diseases,34625.82,47.3,Türkiye
30-49,"Communicable, maternal, perinatal and nutritional conditions",37917.36,46.73,Uganda
30-49,Injuries,12665.02,15.61,Uganda
30-49,Noncommunicable diseases,30563.77,37.67,Uganda
30-49,"Communicable, maternal, perinatal and nutritional conditions",29001.61,26.42,Ukraine
30-49,Injuries,20513.06,18.69,Ukraine
30-49,Noncommunicable diseases,60261.4,54.89,Ukraine
30-49,"Communicable, maternal, perinatal and nutritional conditions",1217.53,21.33,United Arab Emirates
30-49,Injuries,1255.68,22.0,United Arab Emirates
30-49,Noncommunicable diseases,3233.55,56.66,United Arab Emirates
30-49,"Communicable, maternal, perinatal and nutritional conditions",4459.63,8.42,United Kingdom
30-49,Injuries,8184.8,15.46,United Kingdom
30-49,Noncommunicable diseases,40293.81,76.11,United Kingdom
30-49,"Communicable, maternal, perinatal and nutritional conditions",60047.37,52.12,United Republic of Tanzania
30-49,Injuries,12976.6,11.26,United Republic of Tanzania
30-49,Noncommunicable diseases,42195.8,36.62,United Republic of Tanzania
30-49,"Communicable, maternal, perinatal and nutritional conditions",90248.93,16.98,United States of America
30-49,Injuries,99618.43,18.75,United States of America
30-49,Noncommunicable diseases,341521.91,64.27,United States of America
30-49,"Communicable, maternal, perinatal and nutritional conditions",1114.02,24.17,Uruguay
30-49,Injuries,1177.46,25.55,Uruguay
30-49,Noncommunicable diseases,2317.51,50.28,Uruguay
30-49,"Communicable, maternal, perinatal and nutritional conditions",7889.48,19.19,Uzbekistan
30-49,Injuries,6442.44,15.67,Uzbekistan
30-49,Noncommunicable diseases,26784.81,65.14,Uzbekistan
30-49,"Communicable, maternal, perinatal and nutritional conditions",92.67,12.47,Vanuatu
30-49,Injuries,110.05,14.81,Vanuatu
30-49,Noncommunicable diseases,540.14,72.71,Vanuatu
30-49,"Communicable, maternal, perinatal and nutritional conditions",8052.27,17.34,Venezuela (Bolivarian Republic of)
30-49,Injuries,17320.24,37.3,Venezuela (Bolivarian Republic of)
30-49,Noncommunicable diseases,21067.63,45.37,Venezuela (Bolivarian Republic of)
30-49,"Communicable, maternal, perinatal and nutritional conditions",18856.89,14.39,Viet Nam
30-49,Injuries,26825.56,20.48,Viet Nam
30-49,Noncommunicable diseases,85332.61,65.13,Viet Nam
30-49,"Communicable, maternal, perinatal and nutritional conditions",14164.99,24.3,Yemen
30-49,Injuries,17669.9,30.31,Yemen
30-49,Noncommunicable diseases,26453.66,45.38,Yemen
30-49,"Communicable, maternal, perinatal and nutritional conditions",37104.06,59.9,Zambia
30-49,Injuries,5068.09,8.18,Zambia
30-49,Noncommunicable diseases,19775.89,31.92,Zambia
30-49,"Communicable, maternal, perinatal and nutritional conditions",39442.66,58.12,Zimbabwe
30-49,Injuries,9619.6,14.17,Zimbabwe
30-49,Noncommunicable diseases,18803.01,27.71,Zimbabwe
30-49,"Communicable, maternal, perinatal and nutritional conditions",1152.34,33.01,"occupied Palestinian territory, including east Jerusalem"
30-49,Injuries,551.55,15.8,"occupied Palestinian territory, including east Jerusalem"
30-49,Noncommunicable diseases,1786.57,51.18,"occupied Palestinian territory, including east Jerusalem"
50-59,"Communicable, maternal, perinatal and nutritional conditions",16397.71,24.82,Afghanistan
50-59,Injuries,6909.77,10.46,Afghanistan
50-59,Noncommunicable diseases,42759.16,64.72,Afghanistan
50-59,"Communicable, maternal, perinatal and nutritional conditions",1261.86,36.38,Albania
50-59,Injuries,177.89,5.13,Albania
50-59,Noncommunicable diseases,2029.11,58.5,Albania
50-59,"Communicable, maternal, perinatal and nutritional conditions",5440.56,13.56,Algeria
50-59,Injuries,2735.18,6.82,Algeria
50-59,Noncommunicable diseases,31941.95,79.62,Algeria
50-59,"Communicable, maternal, perinatal and nutritional conditions",20949.67,36.92,Angola
50-59,Injuries,3490.44,6.15,Angola
50-59,Noncommunicable diseases,32304.18,56.93,Angola
50-59,"Communicable, maternal, perinatal and nutritional conditions",43.6,27.61,Antigua and Barbuda
50-59,Injuries,2.98,1.89,Antigua and Barbuda
50-59,Noncommunicable diseases,111.34,70.51,Antigua and Barbuda
50-59,"Communicable, maternal, perinatal and nutritional conditions",32885.73,46.61,Argentina
50-59,Injuries,2698.04,3.82,Argentina
50-59,Noncommunicable diseases,34968.03,49.56,Argentina
50-59,"Communicable, maternal, perinatal and nutritional conditions",1598.85,23.87,Armenia
50-59,Injuries,448.55,6.7,Armenia
50-59,Noncommunicable diseases,4650.32,69.43,Armenia
50-59,"Communicable, maternal, perinatal and nutritional conditions",573.76,2.79,Australia
50-59,Injuries,2000.53,9.72,Australia
50-59,Noncommunicable diseases,18011.75,87.49,Australia
50-59,"Communicable, maternal, perinatal and nutritional conditions",911.43,8.65,Austria
50-59,Injuries,1016.8,9.65,Austria
50-59,Noncommunicable diseases,8605.95,81.7,Austria
50-59,"Communicable, maternal, perinatal and nutritional conditions",6276.19,31.87,Azerbaijan
50-59,Injuries,1022.05,5.19,Azerbaijan
50-59,Noncommunicable diseases,12397.82,62.95,Azerbaijan
50-59,"Communicable, maternal, perinatal and nutritional conditions",274.61,23.3,Bahamas
50-59,Injuries,101.57,8.62,Bahamas
50-59,Noncommunicable diseases,802.21,68.08,Bahamas
50-59,"Communicable, maternal, perinatal and nutritional conditions",320.14,22.2,Bahrain
50-59,Injuries,55.47,3.85,Bahrain
50-59,Noncommunicable diseases,1066.52,73.95,Bahrain
50-59,"Communicable, maternal, perinatal and nutritional conditions",39944.86,19.49,Bangladesh
50-59,Injuries,12287.87,6.0,Bangladesh
50-59,Noncommunicable diseases,152708.75,74.51,Bangladesh
50-59,"Communicable, maternal, perinatal and nutritional conditions",107.2,23.97,Barbados
50-59,Injuries,20.87,4.67,Barbados
50-59,Noncommunicable diseases,319.1,71.36,Barbados
50-59,"Communicable, maternal, perinatal and nutritional conditions",4818.12,17.5,Belarus
50-59,Injuries,2428.94,8.82,Belarus
50-59,Noncommunicable diseases,20278.81,73.67,Belarus
50-59,"Communicable, maternal, perinatal and nutritional conditions",947.47,8.57,Belgium
50-59,Injuries,1567.8,14.19,Belgium
50-59,Noncommunicable diseases,8535.7,77.24,Belgium
50-59,"Communicable, maternal, perinatal and nutritional conditions",153.56,25.58,Belize
50-59,Injuries,94.55,15.75,Belize
50-59,Noncommunicable diseases,352.09,58.66,Belize
50-59,"Communicable, maternal, perinatal and nutritional conditions",4671.19,26.99,Benin
50-59,Injuries,1641.63,9.49,Benin
50-59,Noncommunicable diseases,10992.61,63.52,Benin
50-59,"Communicable, maternal, perinatal and nutritional conditions",113.42,14.03,Bhutan
50-59,Injuries,66.22,8.19,Bhutan
50-59,Noncommunicable diseases,628.83,77.78,Bhutan
50-59,"Communicable, maternal, perinatal and nutritional conditions",14038.19,42.67,Bolivia (Plurinational State of)
50-59,Injuries,2836.43,8.62,Bolivia (Plurinational State of)
50-59,Noncommunicable diseases,16022.34,48.7,Bolivia (Plurinational State of)
50-59,"Communicable, maternal, perinatal and nutritional conditions",1968.67,27.92,Bosnia and Herzegovina
50-59,Injuries,349.4,4.96,Bosnia and Herzegovina
50-59,Noncommunicable diseases,4732.17,67.12,Bosnia and Herzegovina
50-59,"Communicable, maternal, perinatal and nutritional conditions",3878.46,61.96,Botswana
50-59,Injuries,326.41,5.21,Botswana
50-59,Noncommunicable diseases,2055.08,32.83,Botswana
50-59,"Communicable, maternal, perinatal and nutritional conditions",194348.67,40.92,Brazil
50-59,Injuries,35146.95,7.4,Brazil
50-59,Noncommunicable diseases,245477.47,51.68,Brazil
50-59,"Communicable, maternal, perinatal and nutritional conditions",69.14,11.89,Brunei Darussalam
