year,cause,sex,deaths
2023,Benign neoplasm of ovary (D27),persons,1.0
2023,Benign neoplasm of thyroid gland (D34),females,1.0
2023,Benign neoplasm of thyroid gland (D34),persons,1.0
2023,Benign neoplasms (D10-D36),females,103.0
2023,Benign neoplasms (D10-D36),males,83.0
2023,Benign neoplasms (D10-D36),persons,186.0
2023,Bipolar affective disorder (F31),females,6.0
2023,Bipolar affective disorder (F31),males,8.0
2023,Bipolar affective disorder (F31),persons,14.0
2023,Birth asphyxia (P21),females,2.0
2023,Birth asphyxia (P21),males,1.0
2023,Birth asphyxia (P21),persons,3.0
2023,Birth trauma (P10-P15),females,1.0
2023,Birth trauma (P10-P15),persons,1.0
2023,Bitten or struck by crocodile or alligator (W58),males,1.0
2023,Bitten or struck by crocodile or alligator (W58),persons,1.0
2023,Bitten or struck by dog (W54),females,3.0
2023,Bitten or struck by dog (W54),males,3.0
2023,Bitten or struck by dog (W54),persons,6.0
2023,Bitten or struck by other mammals (W55),males,3.0
2023,Bitten or struck by other mammals (W55),persons,3.0
2023,Bronchiectasis (J47),females,316.0
2023,Bronchiectasis (J47),males,155.0
2023,Bronchiectasis (J47),persons,471.0
2023,"Bronchitis, not specified as acute or chronic (J40)",females,4.0
2023,"Bronchitis, not specified as acute or chronic (J40)",males,3.0
2023,"Bronchitis, not specified as acute or chronic (J40)",persons,7.0
2023,Bullous disorders (L10-L14),females,9.0
2023,Bullous disorders (L10-L14),males,13.0
2023,Bullous disorders (L10-L14),persons,22.0
2023,Bus occupant injured in collision with pedestrian or animal (V70),males,1.0
2023,Bus occupant injured in collision with pedestrian or animal (V70),persons,1.0
2023,Bus occupant injured in noncollision transport accident (V78),females,6.0
2023,Bus occupant injured in noncollision transport accident (V78),males,4.0
2023,Bus occupant injured in noncollision transport accident (V78),persons,10.0
2023,Bus occupant injured in transport accident (V70-V79),females,6.0
2023,Bus occupant injured in transport accident (V70-V79),males,5.0
2023,Bus occupant injured in transport accident (V70-V79),persons,11.0
2023,COVID-19 (U07.1-U07.2),females,2180.0
2023,COVID-19 (U07.1-U07.2),males,2430.0
2023,COVID-19 (U07.1-U07.2),persons,4610.0
2023,Calculus of kidney and ureter (N20),females,43.0
2023,Calculus of kidney and ureter (N20),males,39.0
2023,Calculus of kidney and ureter (N20),persons,82.0
2023,Calculus of lower urinary tract (N21),females,2.0
2023,Calculus of lower urinary tract (N21),males,1.0
2023,Calculus of lower urinary tract (N21),persons,3.0
2023,Candidiasis (B37),females,1.0
2023,Candidiasis (B37),males,9.0
2023,Candidiasis (B37),persons,10.0
2023,"Car occupant injured in collision with car, pick-up truck or van (V43)",females,79.0
2023,"Car occupant injured in collision with car, pick-up truck or van (V43)",males,110.0
2023,"Car occupant injured in collision with car, pick-up truck or van (V43)",persons,189.0
2023,Car occupant injured in collision with fixed or stationary object (V47),females,74.0
2023,Car occupant injured in collision with fixed or stationary object (V47),males,210.0
2023,Car occupant injured in collision with fixed or stationary object (V47),persons,284.0
2023,Car occupant injured in collision with heavy transport vehicle or bus (V44),females,35.0
2023,Car occupant injured in collision with heavy transport vehicle or bus (V44),males,56.0
2023,Car occupant injured in collision with heavy transport vehicle or bus (V44),persons,91.0
2023,Car occupant injured in collision with other nonmotor vehicle (V46),males,1.0
2023,Car occupant injured in collision with other nonmotor vehicle (V46),persons,1.0
2023,Car occupant injured in collision with pedestrian or animal (V40),males,1.0
2023,Car occupant injured in collision with pedestrian or animal (V40),persons,1.0
2023,Car occupant injured in collision with two- or three-wheeled motor vehicle (V42),males,2.0
2023,Car occupant injured in collision with two- or three-wheeled motor vehicle (V42),persons,2.0
2023,Car occupant injured in noncollision transport accident (V48),females,23.0
2023,Car occupant injured in noncollision transport accident (V48),males,78.0
2023,Car occupant injured in noncollision transport accident (V48),persons,101.0
2023,Car occupant injured in other and unspecified transport accidents (V49),females,4.0
2023,Car occupant injured in other and unspecified transport accidents (V49),males,5.0
2023,Car occupant injured in other and unspecified transport accidents (V49),persons,9.0
2023,Car occupant injured in transport accident (V40-V49),females,215.0
2023,Car occupant injured in transport accident (V40-V49),males,463.0
2023,Car occupant injured in transport accident (V40-V49),persons,678.0
2023,Carcinoma in situ of breast (D05),females,1.0
2023,Carcinoma in situ of breast (D05),persons,1.0
2023,Cardiac arrest (I46),females,3.0
2023,Cardiac arrest (I46),males,4.0
2023,Cardiac arrest (I46),persons,7.0
2023,Cardiomyopathy (I42),females,435.0
2023,Cardiomyopathy (I42),males,719.0
2023,Cardiomyopathy (I42),persons,1154.0
2023,Cardiovascular disorders originating in the perinatal period (P29),females,5.0
2023,Cardiovascular disorders originating in the perinatal period (P29),males,7.0
2023,Cardiovascular disorders originating in the perinatal period (P29),persons,12.0
2023,"Caught, crushed, jammed or pinched in or between objects (W23)",males,5.0
2023,"Caught, crushed, jammed or pinched in or between objects (W23)",persons,5.0
2023,Cellulitis (L03),females,210.0
2023,Cellulitis (L03),males,185.0
2023,Cellulitis (L03),persons,395.0
2023,Cerebral infarction (I63),females,756.0
2023,Cerebral infarction (I63),males,687.0
2023,Cerebral infarction (I63),persons,1443.0
2023,Cerebral palsy (G80),females,70.0
2023,Cerebral palsy (G80),males,66.0
2023,Cerebral palsy (G80),persons,136.0
2023,Cerebral palsy and other paralytic syndromes (G80-G83),females,85.0
2023,Cerebral palsy and other paralytic syndromes (G80-G83),males,117.0
2023,Cerebral palsy and other paralytic syndromes (G80-G83),persons,202.0
2023,Cerebrovascular diseases (I60-I69),females,5262.0
2023,Cerebrovascular diseases (I60-I69),males,4104.0
2023,Cerebrovascular diseases (I60-I69),persons,9366.0
2023,Certain disorders involving the immune mechanism (D80-D89),females,59.0
2023,Certain disorders involving the immune mechanism (D80-D89),males,51.0
2023,Certain disorders involving the immune mechanism (D80-D89),persons,110.0
2023,Certain zoonotic bacterial diseases  (A20-A28),females,4.0
2023,Certain zoonotic bacterial diseases  (A20-A28),males,5.0
2023,Certain zoonotic bacterial diseases  (A20-A28),persons,9.0
2023,Cervical disc disorders (M50),females,1.0
2023,Cervical disc disorders (M50),males,1.0
2023,Cervical disc disorders (M50),persons,2.0
2023,Chagas' disease (B57),males,1.0
2023,Chagas' disease (B57),persons,1.0
2023,Cholecystitis (K81),females,128.0
2023,Cholecystitis (K81),males,148.0
2023,Cholecystitis (K81),persons,276.0
2023,Cholelithiasis (K80),females,61.0
2023,Cholelithiasis (K80),males,55.0
2023,Cholelithiasis (K80),persons,116.0
2023,"Chronic hepatitis, not elsewhere classified (K73)",males,1.0
2023,"Chronic hepatitis, not elsewhere classified (K73)",persons,1.0
2023,Chronic ischaemic heart disease (I25),females,3865.0
2023,Chronic ischaemic heart disease (I25),males,6771.0
2023,Chronic ischaemic heart disease (I25),persons,10636.0
2023,Chronic kidney disease (N18),females,996.0
2023,Chronic kidney disease (N18),males,1035.0
2023,Chronic kidney disease (N18),persons,2031.0
2023,Chronic lower respiratory diseases (J40-J47),females,4165.0
2023,Chronic lower respiratory diseases (J40-J47),males,4257.0
2023,Chronic lower respiratory diseases (J40-J47),persons,8422.0
2023,Chronic nephritic syndrome (N03),females,4.0
2023,Chronic nephritic syndrome (N03),males,4.0
2023,Chronic nephritic syndrome (N03),persons,8.0
2023,Chronic respiratory disease originating in the perinatal period (P27),females,4.0
2023,Chronic respiratory disease originating in the perinatal period (P27),males,9.0
2023,Chronic respiratory disease originating in the perinatal period (P27),persons,13.0
2023,Chronic rheumatic heart diseases (I05-I09),females,213.0
2023,Chronic rheumatic heart diseases (I05-I09),males,113.0
2023,Chronic rheumatic heart diseases (I05-I09),persons,326.0
2023,Chronic sinusitis (J32),males,3.0
2023,Chronic sinusitis (J32),persons,3.0
2023,Chronic tubulo-interstitial nephritis (N11),females,1.0
2023,Chronic tubulo-interstitial nephritis (N11),persons,1.0
2023,Chronic viral hepatitis (B18),females,21.0
2023,Chronic viral hepatitis (B18),males,88.0
2023,Chronic viral hepatitis (B18),persons,109.0
2023,"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",females,57.0
2023,"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",males,56.0
2023,"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",persons,113.0
2023,Coalworker's pneumoconiosis (J60),males,3.0
2023,Coalworker's pneumoconiosis (J60),persons,3.0
2023,Combined immunodeficiencies (D81),females,3.0
2023,Combined immunodeficiencies (D81),persons,3.0
2023,Complications and ill-defined descriptions of heart disease (I51),females,219.0
2023,Complications and ill-defined descriptions of heart disease (I51),males,258.0
2023,Complications and ill-defined descriptions of heart disease (I51),persons,477.0
2023,Complications of labour and delivery (O60-O75),females,1.0
2023,Complications of labour and delivery (O60-O75),persons,1.0
2023,Complications of medical and surgical care (Y40-Y84),females,39.0
2023,Complications of medical and surgical care (Y40-Y84),males,42.0
2023,Complications of medical and surgical care (Y40-Y84),persons,81.0
2023,"Complications of the puerperium, not elsewhere classified (O90)",females,2.0
2023,"Complications of the puerperium, not elsewhere classified (O90)",persons,2.0
2023,Complications predominantly related to the puerperium (O85-O92),females,8.0
2023,Complications predominantly related to the puerperium (O85-O92),persons,8.0
2023,Conditions involving the integument and temperature regulation of fetus and newborn (P80-P83),females,6.0
2023,Conditions involving the integument and temperature regulation of fetus and newborn (P80-P83),males,4.0
2023,Conditions involving the integument and temperature regulation of fetus and newborn (P80-P83),persons,10.0
2023,Confined to or trapped in a low-oxygen environment (W81),females,1.0
2023,Confined to or trapped in a low-oxygen environment (W81),males,1.0
2023,Confined to or trapped in a low-oxygen environment (W81),persons,2.0
2023,Congenital hydrocephalus (Q03),females,5.0
2023,Congenital hydrocephalus (Q03),persons,5.0
2023,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified (Q86)",males,1.0
2023,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified (Q86)",persons,1.0
2023,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),females,18.0
2023,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),males,14.0
2023,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),persons,32.0
2023,Congenital malformations of aortic and mitral valves (Q23),females,13.0
2023,Congenital malformations of aortic and mitral valves (Q23),males,24.0
2023,Congenital malformations of aortic and mitral valves (Q23),persons,37.0
2023,Congenital malformations of cardiac chambers and connections (Q20),females,8.0
2023,Congenital malformations of cardiac chambers and connections (Q20),males,7.0
2023,Congenital malformations of cardiac chambers and connections (Q20),persons,15.0
2023,Congenital malformations of cardiac septa (Q21),females,17.0
2023,Congenital malformations of cardiac septa (Q21),males,8.0
2023,Congenital malformations of cardiac septa (Q21),persons,25.0
2023,"Congenital malformations of gallbladder, bile ducts and liver (Q44)",females,3.0
2023,"Congenital malformations of gallbladder, bile ducts and liver (Q44)",males,1.0
2023,"Congenital malformations of gallbladder, bile ducts and liver (Q44)",persons,4.0
2023,Congenital malformations of great arteries (Q25),females,13.0
2023,Congenital malformations of great arteries (Q25),males,9.0
2023,Congenital malformations of great arteries (Q25),persons,22.0
2023,Congenital malformations of larynx (Q31),males,1.0
2023,Congenital malformations of larynx (Q31),persons,1.0
2023,Congenital malformations of lung (Q33),females,6.0
2023,Congenital malformations of lung (Q33),males,5.0
2023,Congenital malformations of lung (Q33),persons,11.0
2023,Congenital malformations of oesophagus (Q39),females,2.0
2023,Congenital malformations of oesophagus (Q39),males,6.0
2023,Congenital malformations of oesophagus (Q39),persons,8.0
2023,Congenital malformations of pulmonary and tricuspid valves (Q22),females,5.0
2023,Congenital malformations of pulmonary and tricuspid valves (Q22),males,3.0
2023,Congenital malformations of pulmonary and tricuspid valves (Q22),persons,8.0
2023,Congenital malformations of spine and bony thorax (Q76),males,1.0
2023,Congenital malformations of spine and bony thorax (Q76),persons,1.0
2023,Congenital malformations of the circulatory system (Q20-Q28),females,95.0
2023,Congenital malformations of the circulatory system (Q20-Q28),males,87.0
2023,Congenital malformations of the circulatory system (Q20-Q28),persons,182.0
2023,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",females,13.0
2023,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",males,7.0
2023,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",persons,20.0
2023,Congenital malformations of the nervous system (Q00-Q07),females,42.0
2023,Congenital malformations of the nervous system (Q00-Q07),males,23.0
2023,Congenital malformations of the nervous system (Q00-Q07),persons,65.0
2023,Congenital malformations of the respiratory system (Q30-Q34),females,7.0
2023,Congenital malformations of the respiratory system (Q30-Q34),males,7.0
2023,Congenital malformations of the respiratory system (Q30-Q34),persons,14.0
2023,Congenital malformations of the urinary system (Q60-Q64),females,27.0
2023,Congenital malformations of the urinary system (Q60-Q64),males,38.0
2023,Congenital malformations of the urinary system (Q60-Q64),persons,65.0
2023,Congenital malformations of trachea and bronchus (Q32),males,1.0
2023,Congenital malformations of trachea and bronchus (Q32),persons,1.0
2023,"Congenital musculoskeletal deformities of head, face, spine and chest (Q67)",males,1.0
2023,"Congenital musculoskeletal deformities of head, face, spine and chest (Q67)",persons,1.0
2023,Congenital pneumonia (P23),females,1.0
2023,Congenital pneumonia (P23),males,3.0
2023,Congenital pneumonia (P23),persons,4.0
2023,Congenital viral diseases (P35),females,3.0
2023,Congenital viral diseases (P35),males,3.0
2023,Congenital viral diseases (P35),persons,6.0
2023,Contact with agricultural machinery (W30),males,3.0
2023,Contact with agricultural machinery (W30),persons,3.0
2023,Contact with heat and hot substances (X10-X19),females,1.0
2023,Contact with heat and hot substances (X10-X19),males,3.0
2023,Contact with heat and hot substances (X10-X19),persons,4.0
2023,"Contact with hornets, wasps and bees (X23)",females,1.0
2023,"Contact with hornets, wasps and bees (X23)",males,4.0
2023,"Contact with hornets, wasps and bees (X23)",persons,5.0
2023,Contact with hot household appliances (X15),males,1.0
2023,Contact with hot household appliances (X15),persons,1.0
2023,Contact with hot tap-water (X11),females,1.0
2023,Contact with hot tap-water (X11),males,1.0
2023,Contact with hot tap-water (X11),persons,2.0
2023,Contact with hypodermic needle (W46),females,1.0
2023,Contact with hypodermic needle (W46),males,1.0
2023,Contact with hypodermic needle (W46),persons,2.0
2023,"Contact with lifting and transmission devices, not elsewhere classified (W24)",females,1.0
2023,"Contact with lifting and transmission devices, not elsewhere classified (W24)",males,9.0
2023,"Contact with lifting and transmission devices, not elsewhere classified (W24)",persons,10.0
2023,Contact with marine animal (W56),females,1.0
2023,Contact with marine animal (W56),males,3.0
2023,Contact with marine animal (W56),persons,4.0
2023,Contact with other and unspecified heat and hot substances (X19),males,1.0
2023,Contact with other and unspecified heat and hot substances (X19),persons,1.0
2023,Contact with other and unspecified machinery (W31),males,11.0
2023,Contact with other and unspecified machinery (W31),persons,11.0
2023,Contact with other powered hand tools and household machinery (W29),males,2.0
2023,Contact with other powered hand tools and household machinery (W29),persons,2.0
2023,Contact with powered lawnmower (W28),males,2.0
2023,Contact with powered lawnmower (W28),persons,2.0
2023,Contact with sharp glass (W25),females,1.0
2023,Contact with sharp glass (W25),males,4.0
2023,Contact with sharp glass (W25),persons,5.0
2023,"Contact with sharp object, undetermined intent (Y28)",females,1.0
2023,"Contact with sharp object, undetermined intent (Y28)",males,2.0
2023,"Contact with sharp object, undetermined intent (Y28)",persons,3.0
2023,Contact with venomous animals and plants (X20-X29),females,1.0
2023,Contact with venomous animals and plants (X20-X29),males,6.0
2023,Contact with venomous animals and plants (X20-X29),persons,7.0
2023,Contact with venomous snakes and lizards (X20),males,2.0
2023,Contact with venomous snakes and lizards (X20),persons,2.0
2023,Coxarthrosis [arthrosis of hip] (M16),females,2.0
2023,Coxarthrosis [arthrosis of hip] (M16),males,1.0
2023,Coxarthrosis [arthrosis of hip] (M16),persons,3.0
2023,"Crashing of motor vehicle, undetermined intent (Y32)",females,3.0
2023,"Crashing of motor vehicle, undetermined intent (Y32)",males,12.0
2023,"Crashing of motor vehicle, undetermined intent (Y32)",persons,15.0
2023,Crohn disease [regional enteritis] (K50),females,26.0
2023,Crohn disease [regional enteritis] (K50),males,23.0
2023,Crohn disease [regional enteritis] (K50),persons,49.0
2023,Cryptococcosis (B45),females,1.0
2023,Cryptococcosis (B45),males,6.0
2023,Cryptococcosis (B45),persons,7.0
2023,Cushing syndrome (E24),females,1.0
2023,Cushing syndrome (E24),males,1.0
2023,Cushing syndrome (E24),persons,2.0
2023,"Cutaneous abscess, furuncle and carbuncle (L02)",females,12.0
2023,"Cutaneous abscess, furuncle and carbuncle (L02)",males,6.0
2023,"Cutaneous abscess, furuncle and carbuncle (L02)",persons,18.0
2023,Cystic fibrosis (E84),females,12.0
2023,Cystic fibrosis (E84),males,20.0
2023,Cystic fibrosis (E84),persons,32.0
2023,Cystic kidney disease (Q61),females,21.0
2023,Cystic kidney disease (Q61),males,24.0
2023,Cystic kidney disease (Q61),persons,45.0
2023,Cysticercosis (B69),males,1.0
2023,Cysticercosis (B69),persons,1.0
2023,Cystitis (N30),females,5.0
2023,Cystitis (N30),males,11.0
2023,Cystitis (N30),persons,16.0
2023,Cytomegaloviral disease (B25),females,5.0
2023,Cytomegaloviral disease (B25),males,6.0
2023,Cytomegaloviral disease (B25),persons,11.0
2023,Decubitus ulcer (L89),females,41.0
2023,Decubitus ulcer (L89),males,32.0
2023,Decubitus ulcer (L89),persons,73.0
2023,Deficiency of other B group vitamins (E53),females,2.0
2023,Deficiency of other B group vitamins (E53),persons,2.0
2023,Deficiency of other nutrient elements (E61),females,3.0
2023,Deficiency of other nutrient elements (E61),males,1.0
2023,Deficiency of other nutrient elements (E61),persons,4.0
2023,Deforming dorsopathies (M40-M43),females,7.0
2023,Deforming dorsopathies (M40-M43),males,5.0
2023,Deforming dorsopathies (M40-M43),persons,12.0
2023,"Delirium, not induced by alcohol and other psychoactive substances (F05)",females,36.0
2023,"Delirium, not induced by alcohol and other psychoactive substances (F05)",males,17.0
2023,"Delirium, not induced by alcohol and other psychoactive substances (F05)",persons,53.0
2023,Demyelinating diseases of the central nervous system (G35-G37),females,121.0
2023,Demyelinating diseases of the central nervous system (G35-G37),males,68.0
2023,Demyelinating diseases of the central nervous system (G35-G37),persons,189.0
2023,Dental caries (K02),females,1.0
2023,Dental caries (K02),males,1.0
2023,Dental caries (K02),persons,2.0
2023,Depressive episode (F32),females,45.0
2023,Depressive episode (F32),males,18.0
2023,Depressive episode (F32),persons,63.0
2023,Dermatitis and eczema (L20-L30),females,5.0
2023,Dermatitis and eczema (L20-L30),males,4.0
2023,Dermatitis and eczema (L20-L30),persons,9.0
2023,Dermatitis due to substances taken internally (L27),females,2.0
2023,Dermatitis due to substances taken internally (L27),persons,2.0
2023,Dermatopolymyositis (M33),females,18.0
2023,Dermatopolymyositis (M33),males,6.0
2023,Dermatopolymyositis (M33),persons,24.0
2023,Diabetes mellitus (E10-E14),females,2680.0
2023,Diabetes mellitus (E10-E14),males,3303.0
2023,Diabetes mellitus (E10-E14),persons,5983.0
2023,Diaphragmatic hernia (K44),females,74.0
2023,Diaphragmatic hernia (K44),males,28.0
2023,Diaphragmatic hernia (K44),persons,102.0
2023,Digestive system disorders of fetus and newborn (P75-P78),females,8.0
2023,Digestive system disorders of fetus and newborn (P75-P78),males,17.0
2023,Digestive system disorders of fetus and newborn (P75-P78),persons,25.0
2023,Diseases of appendix (K35-K38),females,22.0
2023,Diseases of appendix (K35-K38),males,19.0
2023,Diseases of appendix (K35-K38),persons,41.0
2023,"Diseases of arteries, arterioles and capillaries (I70-I79)",females,918.0
2023,"Diseases of arteries, arterioles and capillaries (I70-I79)",males,1119.0
2023,"Diseases of arteries, arterioles and capillaries (I70-I79)",persons,2037.0
2023,Diseases of capillaries (I78),females,5.0
2023,Diseases of capillaries (I78),males,8.0
2023,Diseases of capillaries (I78),persons,13.0
2023,Diseases of external ear (H60-H62),females,3.0
2023,Diseases of external ear (H60-H62),persons,3.0
2023,Diseases of liver (K70-K77),females,971.0
2023,Diseases of liver (K70-K77),males,1597.0
2023,Diseases of liver (K70-K77),persons,2568.0
2023,Diseases of male genital organs (N40-N51),males,123.0
2023,Diseases of male genital organs (N40-N51),persons,123.0
2023,Diseases of middle ear and mastoid (H65-H75),females,5.0
2023,Diseases of middle ear and mastoid (H65-H75),males,7.0
2023,Diseases of middle ear and mastoid (H65-H75),persons,12.0
2023,Diseases of myoneural junction and muscle (G70-G73),females,99.0
2023,Diseases of myoneural junction and muscle (G70-G73),males,142.0
2023,Diseases of myoneural junction and muscle (G70-G73),persons,241.0
2023,"Diseases of oesophagus, stomach and duodenum (K20-K31)",females,343.0
2023,"Diseases of oesophagus, stomach and duodenum (K20-K31)",males,341.0
2023,"Diseases of oesophagus, stomach and duodenum (K20-K31)",persons,684.0
2023,"Diseases of oral cavity, salivary glands and jaws (K00-K14)",females,30.0
2023,"Diseases of oral cavity, salivary glands and jaws (K00-K14)",males,21.0
2023,"Diseases of oral cavity, salivary glands and jaws (K00-K14)",persons,51.0
2023,Diseases of peritoneum (K65-K67),females,34.0
2023,Diseases of peritoneum (K65-K67),males,35.0
2023,Diseases of peritoneum (K65-K67),persons,69.0
2023,Diseases of pulp and periapical tissues (K04),females,5.0
2023,Diseases of pulp and periapical tissues (K04),males,2.0
2023,Diseases of pulp and periapical tissues (K04),persons,7.0
2023,Diseases of salivary glands (K11),females,18.0
2023,Diseases of salivary glands (K11),males,12.0
2023,Diseases of salivary glands (K11),persons,30.0
2023,Diseases of spleen (D73),females,2.0
2023,Diseases of spleen (D73),males,6.0
2023,Diseases of spleen (D73),persons,8.0
2023,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",females,145.0
2023,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",males,149.0
2023,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",persons,294.0
2023,"Diseases of vocal cords and larynx, not elsewhere classified (J38)",females,6.0
2023,"Diseases of vocal cords and larynx, not elsewhere classified (J38)",males,9.0
2023,"Diseases of vocal cords and larynx, not elsewhere classified (J38)",persons,15.0
2023,Disorders of adult personality and behaviour (F60-F69),males,1.0
2023,Disorders of adult personality and behaviour (F60-F69),persons,1.0
2023,Disorders of autonomic nervous system (G90),females,7.0
2023,Disorders of autonomic nervous system (G90),males,8.0
2023,Disorders of autonomic nervous system (G90),persons,15.0
2023,Disorders of bone density and structure (M80-M85),females,195.0
2023,Disorders of bone density and structure (M80-M85),males,37.0
2023,Disorders of bone density and structure (M80-M85),persons,232.0
2023,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism (E71),females,2.0
2023,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism (E71),males,2.0
2023,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism (E71),persons,4.0
2023,Disorders of breast (N60-N64),females,4.0
2023,Disorders of breast (N60-N64),persons,4.0
2023,Disorders of choroid and retina (H30-H36),females,4.0
2023,Disorders of choroid and retina (H30-H36),persons,4.0
2023,Disorders of continuity of bone (M84),females,9.0
2023,Disorders of continuity of bone (M84),males,9.0
2023,Disorders of continuity of bone (M84),persons,18.0
2023,"Disorders of eyelid, lacrimal system and orbit (H00-H06)",females,4.0
2023,"Disorders of eyelid, lacrimal system and orbit (H00-H06)",persons,4.0
2023,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",females,519.0
2023,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",males,518.0
2023,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",persons,1037.0
2023,Disorders of glycoprotein metabolism (E77),females,2.0
2023,Disorders of glycoprotein metabolism (E77),males,1.0
2023,Disorders of glycoprotein metabolism (E77),persons,3.0
2023,Disorders of glycosaminoglycan metabolism (E76),females,1.0
2023,Disorders of glycosaminoglycan metabolism (E76),males,5.0
2023,Disorders of glycosaminoglycan metabolism (E76),persons,6.0
2023,Disorders of lipoprotein metabolism and other lipidaemias (E78),females,375.0
2023,Disorders of lipoprotein metabolism and other lipidaemias (E78),males,396.0
2023,Disorders of lipoprotein metabolism and other lipidaemias (E78),persons,771.0
2023,Disorders of mineral metabolism (E83),females,33.0
2023,Disorders of mineral metabolism (E83),males,32.0
2023,Disorders of mineral metabolism (E83),persons,65.0
2023,Disorders of muscles (M60-M63),females,64.0
2023,Disorders of muscles (M60-M63),males,65.0
2023,Disorders of muscles (M60-M63),persons,129.0
2023,"Disorders of ocular muscles, binocular movement, accommodation and refraction (H49-H52)",females,1.0
2023,"Disorders of ocular muscles, binocular movement, accommodation and refraction (H49-H52)",persons,1.0
2023,Disorders of orbit (H05),females,4.0
2023,Disorders of orbit (H05),persons,4.0
2023,Disorders of other cranial nerves (G52),females,4.0
2023,Disorders of other cranial nerves (G52),males,2.0
2023,Disorders of other cranial nerves (G52),persons,6.0
2023,Disorders of other endocrine glands (E20-E35),females,43.0
2023,Disorders of other endocrine glands (E20-E35),males,24.0
2023,Disorders of other endocrine glands (E20-E35),persons,67.0
2023,Disorders of psychological development (F80-F89),females,4.0
2023,Disorders of psychological development (F80-F89),males,5.0
2023,Disorders of psychological development (F80-F89),persons,9.0
2023,Disorders of purine and pyrimidine metabolism (E79),males,1.0
2023,Disorders of purine and pyrimidine metabolism (E79),persons,1.0
2023,Disorders of skin appendages (L60-L75),females,1.0
2023,Disorders of skin appendages (L60-L75),persons,1.0
2023,Disorders of sphingolipid metabolism and other lipid storage disorders (E75),females,12.0
2023,Disorders of sphingolipid metabolism and other lipid storage disorders (E75),males,6.0
2023,Disorders of sphingolipid metabolism and other lipid storage disorders (E75),persons,18.0
2023,Disorders of synovium and tendon (M65-M68),females,3.0
2023,Disorders of synovium and tendon (M65-M68),males,1.0
2023,Disorders of synovium and tendon (M65-M68),persons,4.0
2023,Disorders of thyroid gland (E00-E07),females,119.0
2023,Disorders of thyroid gland (E00-E07),males,31.0
2023,Disorders of thyroid gland (E00-E07),persons,150.0
2023,Disorders of trigeminal nerve (G50),females,4.0
2023,Disorders of trigeminal nerve (G50),persons,4.0
2023,Disorders related to length of gestation and fetal growth (P05-P08),females,40.0
2023,Disorders related to length of gestation and fetal growth (P05-P08),males,40.0
2023,Disorders related to length of gestation and fetal growth (P05-P08),persons,80.0
2023,"Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",females,37.0
2023,"Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",males,32.0
2023,"Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",persons,69.0
2023,Disorders resulting from impaired renal tubular function (N25),females,2.0
2023,Disorders resulting from impaired renal tubular function (N25),persons,2.0
2023,Disseminated intravascular coagulation [defibrination syndrome] (D65),females,4.0
2023,Disseminated intravascular coagulation [defibrination syndrome] (D65),males,6.0
2023,Disseminated intravascular coagulation [defibrination syndrome] (D65),persons,10.0
2023,Disseminated intravascular coagulation of fetus and newborn (P60),males,1.0
2023,Disseminated intravascular coagulation of fetus and newborn (P60),persons,1.0
2023,Diverticular disease of intestine (K57),females,198.0
2023,Diverticular disease of intestine (K57),males,127.0
2023,Diverticular disease of intestine (K57),persons,325.0
2023,Diving or jumping into water causing injury other than drowning or submersion (W16),males,3.0
2023,Diving or jumping into water causing injury other than drowning or submersion (W16),persons,3.0
2023,Dorsalgia (M54),females,5.0
2023,Dorsalgia (M54),males,2.0
2023,Dorsalgia (M54),persons,7.0
2023,Dorsopathies (M40-M54),females,66.0
2023,Dorsopathies (M40-M54),males,39.0
2023,Dorsopathies (M40-M54),persons,105.0
2023,Down syndrome (Q90),females,64.0
2023,Down syndrome (Q90),males,71.0
2023,Down syndrome (Q90),persons,135.0
2023,Drowning and submersion following fall into bath-tub (W66),females,3.0
2023,Drowning and submersion following fall into bath-tub (W66),males,2.0
2023,Drowning and submersion following fall into bath-tub (W66),persons,5.0
2023,Drowning and submersion following fall into natural water (W70),females,2.0
2023,Drowning and submersion following fall into natural water (W70),males,27.0
